instant,dteday,temp,atemp,hum,windspeed,casual,registered,cnt,atemp_mul_atemp,hum_mul_windspeed,temp_div_atemp,temp_mul_temp,weathersit_div_temp,season_1,season_2,season_3,season_4,yr_0,yr_1,mnth_1,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,holiday_0,holiday_1,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,workingday_0,workingday_1,weathersit_1,weathersit_2,weathersit_3
190,2011-07-09,0.733333,0.664158,0.609167,0.16791199999999998,1988,3348,5336,0.441105848964,0.102286449304,1.1041544331318751,0.537777288889,1.3636369834713562,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
191,2011-07-10,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,0.476134500625,0.106107333843,1.0832940835476976,0.5587562500000001,1.3377926421404682,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
192,2011-07-11,0.7625,0.729804,0.635833,0.282337,723,3363,4086,0.532613878416,0.179519181721,1.0448010698762955,0.5814062499999999,1.3114754098360657,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
193,2011-07-12,0.794167,0.739275,0.559167,0.200254,662,3596,4258,0.5465275256250001,0.11197542841799998,1.074251124412431,0.630701223889,1.259181003491709,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
194,2011-07-13,0.746667,0.689404,0.631667,0.14613299999999999,748,3594,4342,0.475277875216,0.09230739371099998,1.0830616010350969,0.557511608889,1.339285116390573,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
195,2011-07-14,0.680833,0.635104,0.47625,0.24066700000000002,888,4196,5084,0.403357090816,0.11461765875000002,1.0720023807124504,0.463533573889,1.4687889688073286,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
196,2011-07-15,0.663333,0.624371,0.59125,0.182833,1318,4220,5538,0.38983914564100003,0.10810001125,1.0624020013741828,0.4400106688889999,1.5075384459992192,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
197,2011-07-16,0.686667,0.638263,0.585,0.208342,2418,3505,5923,0.40737965716900004,0.12188007,1.0758370765656164,0.47151156888900003,1.4563099726650617,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
198,2011-07-17,0.719167,0.669833,0.604167,0.245033,2006,3296,5302,0.448676247889,0.148040852511,1.073651193655732,0.517201173889,1.3904976173823327,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
199,2011-07-18,0.746667,0.703925,0.65125,0.215804,841,3617,4458,0.49551040562500004,0.140542355,1.0607195368824802,0.557511608889,1.339285116390573,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
200,2011-07-19,0.776667,0.747479,0.650417,0.1306,752,3789,4541,0.558724855441,0.0849444602,1.0390485886560024,0.603211628889,1.2875530954707746,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
201,2011-07-20,0.768333,0.74685,0.707083,0.113817,644,3688,4332,0.5577849225,0.080478065811,1.0287648122112873,0.5903355988890001,1.3015190028282007,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
202,2011-07-21,0.815,0.826371,0.69125,0.222021,632,3152,3784,0.682889029641,0.15347201625,0.9862398365867147,0.664225,2.4539877300613497,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
203,2011-07-22,0.848333,0.8408959999999999,0.580417,0.1331,562,2825,3387,0.7071060828159997,0.07725350269999999,1.008844137681711,0.719668878889,1.1787823885196025,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
204,2011-07-23,0.849167,0.804287,0.5,0.131221,987,2298,3285,0.646877578369,0.0656105,1.055800976517089,0.721084593889,1.1776246604024885,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
205,2011-07-24,0.83,0.794829,0.550833,0.16917100000000002,1050,2556,3606,0.631753139241,0.09318496944300002,1.0442497694472648,0.6889,1.2048192771084338,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
206,2011-07-25,0.743333,0.720958,0.757083,0.09080830000000001,568,3272,3840,0.519780437764,0.0687494201889,1.0310350949708582,0.552543948889,1.34529208309062,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
207,2011-07-26,0.771667,0.696979,0.540833,0.200258,750,3840,4590,0.48577972644100004,0.108306134914,1.1071596131303811,0.595469958889,1.295895768511547,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
208,2011-07-27,0.775,0.690667,0.402917,0.18346300000000001,755,3901,4656,0.47702090488900006,0.07392036157100002,1.1221037055484047,0.6006250000000001,1.2903225806451613,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
209,2011-07-28,0.779167,0.7399,0.583333,0.178479,606,3784,4390,0.54745201,0.10411269050699999,1.0530706852277336,0.6071012138890001,1.283421910835546,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
210,2011-07-29,0.838333,0.785967,0.5425,0.17413800000000001,670,3176,3846,0.617744125089,0.094469865,1.0666262069527093,0.702802218889,1.1928434166375415,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
211,2011-07-30,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,0.530766160369,0.07851009632099999,1.1038107879215469,0.646684563889,1.2435228006123107,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
212,2011-07-31,0.805833,0.729796,0.480833,0.16481300000000002,1524,2778,4302,0.532602201616,0.07924752922900001,1.1041893899117015,0.649366823889,1.2409519093906554,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
213,2011-08-01,0.771667,0.703292,0.550833,0.156717,729,3537,4266,0.49461963726400004,0.086324895261,1.0972213532928001,0.595469958889,1.295895768511547,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
214,2011-08-02,0.783333,0.707071,0.49125,0.20585,801,4044,4845,0.499949399041,0.10112381250000001,1.107856212459569,0.6136105888889999,1.2765962879133141,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
215,2011-08-03,0.731667,0.679937,0.6575,0.13558299999999998,467,3107,3574,0.462314323969,0.08914582249999999,1.076080578053555,0.535336598889,2.733483948298885,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
216,2011-08-04,0.71,0.664788,0.7575,0.19715,799,3777,4576,0.4419430849440001,0.149341125,1.0680096511970731,0.5041,2.8169014084507045,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
217,2011-08-05,0.710833,0.656567,0.630833,0.184696,1023,3843,4866,0.431080225489,0.116512331768,1.0826511231907787,0.505283553889,1.4068001907621057,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
218,2011-08-06,0.716667,0.676154,0.755,0.22825,1521,2773,4294,0.45718423171600003,0.17232875,1.059916823682179,0.513611588889,2.7906963764202897,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
219,2011-08-07,0.7425,0.715292,0.7529170000000001,0.201487,1298,2487,3785,0.511642645264,0.151702987579,1.038037612611353,0.5513062500000001,1.3468013468013467,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
220,2011-08-08,0.765,0.703283,0.592083,0.192175,846,3480,4326,0.494606978089,0.11378355052500001,1.0877555692374195,0.585225,1.3071895424836601,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
221,2011-08-09,0.775,0.724121,0.570417,0.151121,907,3695,4602,0.524351222641,0.086201987457,1.0702631190091159,0.6006250000000001,1.2903225806451613,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
222,2011-08-10,0.766667,0.684983,0.424167,0.200258,884,3896,4780,0.469201710289,0.084942835086,1.1192496748094478,0.587778288889,1.3043472589794527,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
223,2011-08-11,0.7175,0.651521,0.42375,0.164796,812,3980,4792,0.42447961344100005,0.069832305,1.1012691839556976,0.51480625,1.3937282229965156,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
224,2011-08-12,0.708333,0.654042,0.415,0.125621,1051,3854,4905,0.427770937764,0.052132715,1.0830084306512426,0.501735638889,1.4117653702425272,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
225,2011-08-13,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,0.4171325561640001,0.154273243682,1.0618944102263965,0.47036690388900004,2.9161618061539762,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
226,2011-08-14,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,0.3898603745440001,0.1820024775,1.08372838683639,0.45787822888900004,2.955663568638636,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
227,2011-08-15,0.665833,0.616167,0.712083,0.208954,775,3563,4338,0.379661771889,0.148792591182,1.0806047711091311,0.443333583889,1.5018780985622522,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
228,2011-08-16,0.700833,0.645837,0.578333,0.23632899999999998,721,4004,4725,0.417105430569,0.13667685955699999,1.085154613315744,0.49116689388900003,1.42687344916692,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
229,2011-08-17,0.723333,0.666671,0.575417,0.14366700000000002,668,4026,4694,0.444450222241,0.082668434139,1.0849924475490909,0.523210628889,1.3824891163544315,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
230,2011-08-18,0.711667,0.662258,0.654583,0.233208,639,3166,3805,0.438585658564,0.152653992264,1.074606875266135,0.5064699188890001,1.405151566673739,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
231,2011-08-19,0.685,0.633221,0.722917,0.139308,797,3356,4153,0.40096883484100004,0.100708121436,1.0817708193505902,0.46922500000000006,2.9197080291970803,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
232,2011-08-20,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,0.42119580801600004,0.070428203989,1.0747369783480947,0.48650625000000003,1.4336917562724014,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
233,2011-08-21,0.710833,0.675525,0.77,0.248754,1249,2624,3873,0.4563340256250001,0.19154058000000002,1.0522674956515303,0.505283553889,1.4068001907621057,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
234,2011-08-22,0.691667,0.638254,0.47,0.27675,833,3925,4758,0.407368168516,0.13007249999999998,1.0836861186925582,0.47840323888900005,1.4457824357675009,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
235,2011-08-23,0.640833,0.606067,0.455417,0.146763,1281,4614,5895,0.367317208489,0.066838365171,1.0573632948172396,0.410666933889,1.5604689521294939,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
236,2011-08-24,0.673333,0.630692,0.605,0.253108,949,4181,5130,0.39777239886400007,0.15313034,1.0676098634515736,0.45337732888899995,1.4851492500738863,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
237,2011-08-25,0.684167,0.645854,0.771667,0.210833,435,3107,3542,0.4171273893160001,0.162692868611,1.0593214565520999,0.468084483889,2.9232628875698476,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
238,2011-08-26,0.7,0.659733,0.76125,0.0839625,768,3893,4661,0.435247631289,0.063916453125,1.0610352976128221,0.48999999999999994,1.4285714285714286,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
239,2011-08-27,0.68,0.635556,0.85,0.37561700000000003,226,889,1115,0.403931429136,0.31927445000000004,1.069929321727747,0.4624000000000001,2.941176470588235,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
240,2011-08-28,0.707059,0.6479590000000001,0.561765,0.304659,1415,2919,4334,0.4198508656810001,0.171146763135,1.0912094746735517,0.499932429481,1.414309131204044,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
241,2011-08-29,0.636667,0.607958,0.554583,0.159825,729,3905,4634,0.369612929764,0.08863622797500001,1.0472220120468847,0.40534486888899995,1.5706798059268032,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
242,2011-08-30,0.639167,0.594704,0.548333,0.12500799999999998,775,4429,5204,0.353672847616,0.06854601166399998,1.0747649250719686,0.40853445388900006,1.564536341832416,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
243,2011-08-31,0.656667,0.611121,0.597917,0.08333330000000001,688,4370,5058,0.37346887664100004,0.04982639673610001,1.0745286121733666,0.431211548889,1.5228418665777328,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
244,2011-09-01,0.655,0.614921,0.639167,0.141796,783,4332,5115,0.37812783624100005,0.090631323932,1.0651774780825505,0.42902500000000005,1.5267175572519083,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
245,2011-09-02,0.643333,0.604808,0.727083,0.139929,875,3852,4727,0.365792716864,0.101739997107,1.0636979008214178,0.4138773488890001,3.1088099009377723,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
246,2011-09-03,0.669167,0.633213,0.716667,0.185325,1935,2549,4484,0.400958703369,0.132816311775,1.056780261933978,0.44778447388899995,1.4943952705378478,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
247,2011-09-04,0.709167,0.665429,0.742083,0.206467,2521,2419,4940,0.4427957540410001,0.15321565076100002,1.0657290259366512,0.502917833889,1.4101050951327403,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
248,2011-09-05,0.673333,0.625646,0.790417,0.212696,1236,2115,3351,0.39143291731600005,0.16811853423200002,1.0762204185753603,0.45337732888899995,2.9702985001477726,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
249,2011-09-06,0.54,0.5152,0.886957,0.343943,204,2506,2710,0.26543104,0.305062651451,1.048136645962733,0.2916,5.555555555555555,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
250,2011-09-07,0.599167,0.544229,0.917083,0.0970208,118,1878,1996,0.29618520444099994,0.0889761263264,1.1009464765751182,0.35900109388900003,5.006951317412341,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
251,2011-09-08,0.6339130000000001,0.555361,0.939565,0.192748,153,1689,1842,0.308425840321,0.18109927462,1.1414431333853117,0.4018456915690001,4.732510612655048,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
252,2011-09-09,0.65,0.578946,0.897917,0.12437899999999999,417,3127,3544,0.33517847091599995,0.11168201854299999,1.1227299264525537,0.42250000000000004,3.0769230769230766,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
253,2011-09-10,0.66,0.607962,0.75375,0.153608,1750,3595,5345,0.369617793444,0.11578203,1.0855941654248127,0.43560000000000004,1.5151515151515151,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
254,2011-09-11,0.6533329999999999,0.609229,0.71375,0.11505399999999999,1633,3413,5046,0.371159974441,0.0821197925,1.0723931395255313,0.4268440088889999,1.5306130258229724,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
255,2011-09-12,0.6443479999999999,0.60213,0.692174,0.088913,690,4023,4713,0.36256053690000006,0.061543266862,1.0701144271170675,0.4151843451039999,1.5519563962330916,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
256,2011-09-13,0.650833,0.603554,0.7125,0.14180399999999999,701,4062,4763,0.36427743091600007,0.10103535,1.078334332967721,0.423583593889,1.536492464272709,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
257,2011-09-14,0.673333,0.6269,0.697083,0.1673,647,4138,4785,0.39300361,0.1166219859,1.07406763439145,0.45337732888899995,1.4851492500738863,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
258,2011-09-15,0.5775,0.553671,0.709167,0.271146,428,3231,3659,0.30655157624100005,0.192287795382,1.043038194162237,0.33350625,3.463203463203463,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
259,2011-09-16,0.469167,0.461475,0.590417,0.164183,742,4018,4760,0.21295917562500002,0.09693643431099999,1.0166682918901349,0.220117673889,4.262874413588339,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
260,2011-09-17,0.491667,0.478512,0.718333,0.189675,1434,3077,4511,0.228973734144,0.136249811775,1.0274914735680611,0.241736438889,4.067793852343151,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
261,2011-09-18,0.5075,0.490537,0.695,0.178483,1353,2921,4274,0.240626548369,0.12404568499999999,1.0345804699747418,0.25755624999999993,1.9704433497536948,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
262,2011-09-19,0.549167,0.529675,0.69,0.15174200000000002,691,3848,4539,0.280555605625,0.10470198,1.0367999244819937,0.30158439388899994,3.641879428297768,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
263,2011-09-20,0.561667,0.532217,0.88125,0.134954,438,3203,3641,0.28325493508900007,0.11892821249999999,1.0553345721763867,0.31546981888900005,3.5608287472826423,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
264,2011-09-21,0.595,0.5505329999999999,0.9,0.0964042,539,3813,4352,0.3030865840889999,0.08676378,1.0807708166449606,0.354025,3.361344537815126,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
265,2011-09-22,0.628333,0.554963,0.902083,0.128125,555,4240,4795,0.307983931369,0.11557938437499998,1.1322070119989982,0.39480235888900006,3.1830255612867697,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
266,2011-09-23,0.609167,0.522125,0.9725,0.0783667,258,2137,2395,0.27261451562499994,0.07621161575,1.1667072061288006,0.37108443388900003,3.283171938072811,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
267,2011-09-24,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,0.31856090574400003,0.06760559625000001,1.0748655237663265,0.36804484888899996,3.2967014853288545,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
268,2011-09-25,0.634167,0.572637,0.845,0.0503792,1544,3466,5010,0.32791313376899994,0.042570423999999996,1.1074502695424853,0.40216778388900004,3.1537434145895324,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
269,2011-09-26,0.649167,0.589042,0.848333,0.1107,684,3946,4630,0.346970477764,0.09391046310000001,1.102072517749159,0.4214177938890001,3.0808713320301244,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
270,2011-09-27,0.636667,0.574525,0.885417,0.118171,477,3643,4120,0.33007897562499994,0.10463061230699999,1.1081623950219748,0.40534486888899995,3.1413596118536065,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
271,2011-09-28,0.635,0.575158,0.84875,0.14862899999999998,480,3427,3907,0.33080672496399993,0.12614886374999998,1.1040444538718057,0.403225,3.149606299212598,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
272,2011-09-29,0.616667,0.574512,0.699167,0.17288299999999998,653,4186,4839,0.33006403814400004,0.12087408846099998,1.0733753167905977,0.38027818888899995,1.6216207450698676,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
273,2011-09-30,0.564167,0.544829,0.6475,0.206475,830,4372,5202,0.296838639241,0.1336925625,1.0354937053644353,0.318284403889,1.7725248020532929,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
274,2011-10-01,0.41,0.41286300000000004,0.75375,0.292296,480,1949,2429,0.17045585676900002,0.22031811,0.9930654963026475,0.16809999999999997,4.878048780487805,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
275,2011-10-02,0.356667,0.345317,0.791667,0.22201300000000002,616,2302,2918,0.11924383048899999,0.175760365671,1.0328683499509148,0.12721134888900001,5.607471394886547,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
276,2011-10-03,0.384167,0.392046,0.760833,0.08334580000000001,330,3240,3570,0.153700066116,0.0634122350514,0.9799028685409364,0.147584283889,5.2060692355147635,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
277,2011-10-04,0.484167,0.472858,0.71,0.205854,486,3970,4456,0.223594688164,0.14615634,1.023916270846639,0.234417683889,2.065403053078793,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
278,2011-10-05,0.538333,0.527138,0.647917,0.17725,559,4267,4826,0.277874471044,0.11484328825,1.0212373230539251,0.28980241888899994,1.8575862895271145,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
279,2011-10-06,0.494167,0.480425,0.620833,0.134954,639,4126,4765,0.230808180625,0.083783896682,1.0286038403496904,0.24420102388900003,2.0236074039747693,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
280,2011-10-07,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,0.25442339521599994,0.0153196622139,1.012745735561177,0.260950353889,1.9575869217532933,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
281,2011-10-08,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,0.26341735056399995,0.03183969525,1.0164152582992039,0.272136458889,1.9169316824717684,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
282,2011-10-09,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,0.274558184289,0.04615987500000001,1.0321575318283227,0.292500333889,1.848999598767087,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
283,2011-10-10,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,0.294767555625,0.03104070675,1.0514030483031727,0.32585031388900004,1.7518258404822424,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
284,2011-10-11,0.566667,0.546096,0.80875,0.143042,667,3896,4563,0.298220841216,0.11568521749999999,1.037669201019601,0.32111148888900004,3.529409688582536,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
